text_id,text,dominant_language,level_of_rus,background
12405,"Привет все!
Не давно я попросила вам отвечать на такой вопрос: ""идти на риск, но жить интересно, или жить в безопасности и беречь себя?"". Во первый, спасибо, всем кто отвечали. Я даже получила вопросы! На пример, ""Что значит ""беречь себя"". Это значит ""заботиться о своем здоровье"" или ""жить по правилам, убегать от опасности""?
Антон, кто спросил, думает что когда ты молод, тебе не должен думать о здоровье потому что ты уже здоровь.
Я согласила сним, а потом он начал говорить что мужчины нужен риск и женщины могут сидят дома. Женщины тоже хотят риск.
Алина думает что, нам нужен риск чтобы жить. Нам не надо бояться и беречь себя. Жизинь даёт нам опасности, но мы потом сильнее и умнее из-за это.
Я понимаю её смисл, но это всё равно важно что мы осторожны. Сергей бизнесмен, и он считает это трудный вопрос. Он написал что-то очень прав, что ""нужно обдумать все плюсы и минусы"".
Ольга тоже написала что надо сам решать. Мы можем сам решать что приято для себя, либо опасно либо безопасностью.
Одна пенсионерка, Мария, написала что это ""глупый вопрос!"", но мои вопрос совсем не глупый если многих может отвечать по-разному. Я тоже не знаю если она правда ""всегда жила по-правилам"", но если да и если это пиятно для нее, тогда круто!
Я считаю что нам надо жить, даже если чить опасно. Просто надо обдумать сначала.
Спасибо что читали! До следуюший раз.",english,B1,L2
12439,"в мне мнение, это не хорошо к равоте вез отпуска потому что человеку может чувествуя устала до конце дня. поэтому я согласна с Артёмом в, бизнесмен. он сказал что это законей работникам не может дать свойт отпуска меньше, чем сказано в законе. но не, соглана когда он сказал долгое время вызывает его неэффективно. 
Я соглана с Сергей к программист потому что есть сама мнения ов жизнь. жизнь в равотат потому что не равота, не деньги для семья. важно давать людям отдых потому что с отдыхом людей делает лучше работать и успевает сделать больше, чем за семь рабочих дней без выходных. 
более того, я соглана с Еленой потому что она соглано что отыхать это хорошо и объесняла ов она компана и как они есть отпуска. в заключение, она сказала что хорошо для человек имеет хорошо отдохнуть. 
Однако, Таня, художник фрилансер кажется самостольност потому что, она это фрилансер и решает когда ей работе или нет. она также решает когда ей хочет отдыхать. Так это её жизнь, но это не сама для дорогой
в заключение, равоту - это хорошо, но человека нужно отдыхать никто. человека не машина, они все человеческий и нужно отдыхать. Я кажется люблю равотать, но мне отдыхает ещё в учвествует хорошо.",english,A2,L2
12242,"Я уверена в том, что бизнес должен быть социально ответственным, так как все, что влечет за собой, привязано к ценностям и что в рамках своих бизнес-целей включает поддержку социальных, экономических и экологических потребностей, чтобы оптимизировать свою конкурентную ситуацию и добавленную стоимость. Члены моей команды должны быть честные, хорошие специалисты.
Когда компания социально ответственна, она делает это по своему усмотрению, а не по навязыванию, и ее политика, стратегии и практика направлены на то, чтобы поддерживать своих сотрудников, поставщиков, членов семьи, окружающую среду и окружающую среду.
В зеленой книге Европейской комиссии говорится, что "" корпоративная социальная ответственность — это добровольная интеграция компаний социальных и экологических проблем в их бизнес-операции и отношения со всеми их партнерами”.
oдна из вещей, которые делают бизнес или компанию признанной социально ответственной, заключается в том, чтобы предлагать продукты или услуги, которые отвечают потребностям пользователей. Этика должна быть включена во все решения, принимаемые в компании. В моей компании обязательно будет работать устав, по которому: Ее работники должны быть ее приоритетом, Должны уважать окружающую среду, Должны быть интегрированы в сообщество, частью которого она является, Должны повышать качество трудовой жизни, Осуществлять маркетинговые стратегии, которые развивают ответственный маркетинг. Все эти функции приносят пользу всем, поскольку это улучшает отношения с окружающей средой и увеличивает влияние компании в обществе. Моя компания снижает операционные расходы, позволяет получить доступ и положительно влиять на лидеров мнений, улучшает финансовые показатели компании и облегчает доступ к капиталу.",english,B2,L2
11584,"Онлайн-образование
Как онлайн, так и очное образование имеют свои плюсы и минусы.
Студенты утверждают, что онлайн-обучение удобно поскольку можно слушать лекции дома. Они также считают, что онлайн дает возможность посещать занятия из любого места по своему выбору. Кроме того, онлайн-лекции можно записывать, архивировать и выкладывать в общий доступ для дальнейшего использования.
Еще одним преимуществом онлайн-обучения является снижение финансовых затрат. Более того, онлайн-образование гораздо более доступно. Однако у некоторых студентов нет компьютеров, и они слишком дороги.

Офлайн-образование
Для многих студентов одной из самых больших проблем  на онлайн-обучении является проблема сосредоточения внимания на экране в течение длительного времени. При онлайн-обучении у студентов также больше шансов легко отвлечься на социальные сети. Поэтому оффлайн устраняет эти риски. 
Еще одна ключевая проблема онлайн-уроков - подключение к Интернету. Мне кажется, что офлайн-образование более стабильно, особенно для младших школьников. 
Учащиеся могут многому научиться, находясь в компании своих сверстников. Однако в онлайн-классе физическое взаимодействие между учениками и учителями минимально. Это часто приводит к тому, что у учеников возникает чувство изоляции. Офлайн-образование означает, что вы можете лучше учиться в группе. 
Большинство студентов в университете предпочитают онлайн. Они считают, что онлайн образование расширяет возможности. Я в отличие от первокурсников считаю, что онлайн обучение малоэффективно. Моей позиции близка точка зрения преподавателей.",english,B2,L2
11560,"15. В моей стране студенты так много курят, как и здесь.
16. Как кошки, так и собаки могут быть очень милыми.
17. Мой вариант - В России, как и в моей стране студенты работают.
18. И футбол, и философия имеют букву Ф, но ни философия, ни футбол не имеют смысла.
19. Мой вариант - Математика, как и яичница - мой враг. С детства я ненавижу и математику, и яичницу! 
21.Мой вариант - Учебный офис, так же как и мода, совершенно непредсказуем. Я никогда не знаю, какая сумасшедшая мода в тик-токе внезапно разойдется как вирус, также как я никогда не угадываю, что ещё учебный офис захочет от меня завтра.
22. Как мода, так и учебный офис влияют на жизни студентов.
23.Магистратура — это такая же важная часть в жизни, как и любовь.
24. Большинство людей боится и науки, и крокодила. ",english,B2,L2
11583,"1. Мне кажется, что в наше время такое черно-белое разделение людей не популярно. Многие люди разные и имеют разные интересы. Однако интересно, что все мои знакомые, которые любят чай, также не любят кошек, а те, кто любит кофе, всегда любят кошек, а не собак. 
Например, Достоевский был известен своей любовью к чаю и своей петербургской квартирой с множеством самоваров. Был ли он простодушным человеком? 
Я думаю, что согласна с ней в том, что вообще существуют разные человеческие натуры и разные дихотомии. Собаки и кошки - это полярные противоположности. Я думаю, она пытается показать романтический и поэтический взгляд на человечество. Поэты видят и используют слова по-другому, и они обычно содержат в себе множество скрытых идей и смыслов. Поэты хотят быстро узнать человека и избежать мирской болтовни.
Более того, эта дихотомия характерна для российского общества. Санкт-Петербург - город, в котором жили многие поэты и художники. Можно сказать, что это богемный город для художников. Это можно увидеть и сегодня, где кошки повсюду и даже до сих пор остаются под музеем Эрмитаж, где они живут уже много десятилетий. Улицы заполнены кофейнями и кофейными киосками, где романтическая идея кофе с книгой и беседой все еще актуальна. В Москве те же улицы заполнены ларьками с мороженым и винными магазинами. 
Поэтому я понимаю это утверждение как ""Москва против Санкт-Петербурга"", а не как вопрос человеческой природы.
2. Это русская дихотомия, и читатель должен быть знаком с обоими писателями, чтобы понять ее. На мой взгляд, мы можем использовать Толстого-Достовецкого и как способ понять человеческую природу.
3. на мой взгляд, в наше время можно задавать вопросы телевидение или литература, интроверт-экстраверт, бог или атеизм.
4. Да, у нас с друзьями много общего. Им очень понравился этот опросник как способ быстро понять человека. Однако мне кажется, что этот опросник немного устарел. В наше время литература не является обычным вопросом среди молодежи.",english,B2,L2
5741,"В  прошлых годах мы увидели вспышки геморрагической лихорадки Эболы, вируса Зики, и даже сибирской язвы. И они только вспышки! Ещё в мир есть много непрерывных эпидемий, как ВИЧ и Малярия в разных странах. Конечно в Америке мы никогда не беспокоимся об вспышках. Предыдущая такая большая вспышка была ВИЧ-инфекция в 1981-ом в Америке . И перед этим, была полиомиелитом в 1950-ых . И даже ВИЧ-инфекция никогда не была воспринимаемой, как «большая проблема» в 1980-ых. Тогда много людей думали, что ВИЧ-инфекция была «моральной болезней» - только для мужчин, которые любят других мужчин, как любители (но, кончено это неправда). И теперь мы думаем, что это не возможно, чтобы эпидемия возникла в Америке.  И если бы была вспышка – мы бы смогли справиться. Но и тогда и сейчас у нас нет ресурсов для массовой вспышки. Как с вспышкой Эболы, мы смогли помочь всем американцам, у которых есть Эбола. Ну не много людей тогда, конечно мы могли дать им необходимый уход. В реальности если бы была вспышка – мы бы не смогли справиться.
 По многим причинам, это очень возможно, что у нас будет большая вспышка скоро. Во-первых, в мире есть более «глобальное» общество, в котором мы взаимодействуем с разными людьми из разных мест. Содержащие люди из мест с смертельными вирусами и вспышками. Во-вторых, наша планета изменяет себя. Теперь мир теплее, чем раньше из-за глобального потепления. И глобальное потепление влияет на вечную мерзлоту в Сибири, которая начинает таять. И это вызвало вспышку сибирской язвы в этом году  из-за этой оттепели. И после многих лет, возможно будут и натуральная оспа и бубонная чума из-за глобального потепления. Вместе мы можем увидеть новую большую вспышку в нашей стране скоро из-за этих вещей – вспышку больше, чем мы можем справиться. 
Теперь мы не можем игнорировать эти проблемы, мы без этой роскоши. В Америке ли вспышка или в Западной Африке, или в России – не важно. Нам надо помочь всем, чтобы все жили без болезни. Только выбор у нас есть, если мы хотим предотвращать новую ужасную глобальную вспышку. Нам надо фокусироваться на глобальное здравоохранение. Вирус Зика в Латинской Америке, и  ВИЧ-инфекция в Свазиленде, и  Эбола в Западной Африке должны быть проблемами для всех.",english,C1,L2
5740,"Когда кто-то спрашивает мне, кто мой герой, я не знаю, как ответить.  Я редко думать об этом и поэтому это очень трудный вопрос.  Но сейчас, я думаю, что у меня есть ответ.  Моя героиня—мама моего отца.
	Когда мне была девять лет, моей бабушке поставили диагноз четвертаке стадия острого лейкоза.  Меньше чем через год, после того, как поставили диагноз, она умерла.  Это было очень грустно, и сейчас я часто думаю о том, что бы  моя бабушка думает обо всем, что я сделала.  Так как она умерла, я закончил колледж, был принят в аспирантуру, и вырос.
	Она была очень творческий человек.  Каждый раз, когда я ездила её дом, она всегда шила или выпечке пирожные.  Когда мне было шесть лет, я любила мультфильм “Анастасия” и я хотела желтое платье из этого фильма.  Моя бабушка сшила это платье для меня и дала мне в качестве подарка. Это было моё любимое.  На самом деле она научила меня шить, когда я была маленькой.  Я помню, что один раз я нарисовала картину принцессы, и я абсолютно ненавидела это! Я думала, что это была самой уродливой картине, но моя бабушка села рядом со мной, сказала, что она думала, что моя картина была красива, и спросил меня, хочу ли я увидеть как она рисует принцессу.
	Моя бабушка была самоотверженным и заботливым человеком. Каждый вторник она добровольно на бесплатной столовой для нуждающихся.  Она проводила все утро и приходила домой около двух часов дня.  Несмотря на то, что она была на пенсии, она была также добровольцем в библиотеке местного университета всякий раз, когда у нее было время. Кроме того, она всегда помогала в синагоге и предложила готовить еду для всех.
	Даже тогда, когда у нее был рак и она проходила курс химиотерапии, ей всегда удавалось найти юмор во всем, и заставить всех улыбнуться. Трудно было не улыбаться, когда вы были в комнате с ней, потому что она всегда была такой любящей.  Она умерла одиннадцать лет назад, в сентябре этого года, и мне до сих пор грустно. Она всегда поддерживала мое образование и творчество, и она была прекрасным человеком, и все, кто её  знал любил её. Она приветствовала всех в её жизни и помогала другим, когда она могла. Несмотря на то, что у неё была плохая память, и её дом был усеян с купонами, и она часами говорила по телефону вам, она была самым замечательным и добрым человеком, которого я когда-либо знала.
	Я могу только надеяться, что она гордилась бы мной, и все чего я достигла. Я действительно надеюсь, что буду столь же доброй и сердечной, как она.",english,C1,L2
5730,"Во всю историю можно увидеть, насколько люди всегда боялись прогресса и изменения вообще. Мы предпочитаем сделать вид, будто мир может остаться таким же, каким мы его знали. Это можно заметить в исторических событиях как промышленную революцию; в это время все, что было знакомо изменилось, много людей потеряли свою работу, и выгоды этого система не были очевидными для обычного человека. Неуверенность – одна из важнейших факторов, вызывающих страх. Поэтому людям и больше нравится жить всю жизнь в одном и том же мире, даже если он совсем ужасный, потому что таким образом они могут быть полностью уверенными в свое будущее. Но когда приходят новаторы, представляющие свои изобретения, на них смотрят искоса, и не хотят слышать о том, что жизнь можно сделать более легкой. В нашем мире очень трудно быть человеком, имеющим видения, потому что инновация мешают людям в их спокойном, ежедневном быту.
Как и до промышленной революции, в современном мире много изменится очень быстро, хотя теперь вопрос не о развитии машинов в общем, а об использовании роботов и о дальнейшем развитии интернета и компьютеров. Эта боязнь редко выражается словами, но она все-таки широко распространена. Доказательство, что она существует например в США найдется в большом количестве кинофильмов, снятых примерно в последние тридцать лет, и которые описывают угрожающую опасность от роботов и искусственного интеллекта. Среди них оказываются знаменитые фильмы для детей могут предупреждать о ом же например в фильме «ВАЛЛ-И». Все эти фильмы показывают нам безысходное, мрачное будущее, где роботы захватили власть, и человечество должен бороться за свою свободу – конечно успешно. Они все-таки все передают одно и то же сообщение: что надо остерегаться таких изобретений, которые могли бы сделать роботы слишком независимыми от людей.
Этот вопрос конечно очень спорный, ведь мы на самом деле не имеем ни малейшего понятия о том, как мир будет выглядеть через двадцать, тридцать, пятьдесять лет; это можно сказать из опыта нашего сегодняшнего мира – никто не предвидел мир таким, каким он сейчас есть. И хотя несколько писателей, в их числе например и Джордж Оруэлл и Рэй Брэдбери изображали будущее, многое они предвидели с удивительной точностью, но с очень отрицательным взглядом. То, что им казалось совсем ужасным, нам сегодня кажется обычным и даже полезным; а если настоящее время не идеально, оно все-таки лучше чем в прошлом. У каждого есть свои идеи о том, каким будет являться мир и общество будущего, и философ думает о мире совсем не так как писатель , эконом или политик, потому что их интересы разные. Но в общем, они все рисуют будущее в самых темных оттенках, и оно обычно оказывается более положительным. Если мы живем сегодня не в тоталитарном режиме как в романе «1984», это может быть именно благодаря предупреждению Оруэлла. Нельзя просто говорить, что в конце концов никогда не бывает так уж плохо, как ожидали надо сознавать риск, но с другой стороны нельзя и беспокаиваться бесполезно о будущем, которым в самом деле нельзя управлять. В принципе, человек любит жить в привычном стиле, поэтому все изменения принимается только неохотно, и боится возможных потерь. Но прогресс в самом деле нельзя остановить, так что лучше принимать новизну и сделать все возможное, чтобы строить общество, в котором вы хотели бы жить.",english,C1,L2
5599,"Я — педиатр, и я недавно завершила своё высшее образование, которое длилось на двадцать лет. В октябре я начну свою первую реальную работу карьеры. Я думаю, что я буду забывать легко и быстро, как моё образование изменило меня. Так я хочу записать мысли -- положительные и отрицательные -- своей подготовке.

Во-первых, я опишу хорошие части. Я приобрела многие навыки. Я могу лечить много болезней и с уверенностью предписывать стони лекарства. Я способна работать в разных позициях. Например, если я хочу, то я могу принимать предложения от многих работодателей в любом штате, в котором я бы хотела работать. Сейчас спрос на педиатров растёт, и это многие возможности профессионального роста и повышения в должности. Моя подготовка даёт мне права, которые разрешают мне работать в поликлинике, больнице, или отделении интенсивной терапии. В конце концов, в США у врачей отличные социальные пакеты и высокие уровни заработных плат.

Теперь, с темной стороны. Процесс подготовки — эксплуататорская, и условия труда — опасные за врачей и пациентов. Во время моей медицинской резидентуры это были недели, которые я просто не могу запомнить, потому что я работала такие часы и спала так мало, что я верю, что мой труд вредил моё тело и мой мозг. Я могу вспоминать одну пятницу, когда я шла домой из больницы, и машина почти задавила меня. Я так устала, что я начала переходить через улицу, когда это не мой ход.

Десять минут назад, я была в больнице и подписывала предписание химиотерапии ребёнка и предписание крови подростка. Я испугалась, а я поняла, какой усталой я была. Я начала плакать, потому что я думала, что я написала предписания в неправленых медицинских картах. Я позвала фармацевту, чтобы подтвердить. Такая ошибка может наносить непоправимый вред детям! По телефону я думала, что тон голоса фармацевта был странен. Она спросила мне, если я чувствую нормально. Я наврала и сказала да. Я не хотела жаловаться ей на работу. Она напомнила мне, что мы уже обсудили те предписания, до моего выходы больницы несколько минут раньше. Я совершенно забыла наш разговор.

Такие ситуации не редко. У моей профессии также другие серьёзные проблемы, как дискриминация против людей, у которых семьи, и против беременных женщин, высокая уровень профессионального и эмоционального выгорания, и коррупция.

В этом моменте, я не могу рекомендовать эту профессию никому. Мне интересно, что я буду думать о моей профессии после пяти лет.",english,C1,L2
11,"Что такое друг? Когда я подумала о том, что такое друг, сначала я вообразила в уме своих лучших и близких друзей. Несколько из них я встретила первый раз в университете, и другими с мы выросли вместе и я знала их, когда мне было молодым. Когда я провидёт времени с близким другом, у меня нечего о котором я не могу говорить. По-моему, самые важные черты характера друга искренность, любовь и черты, которые похож на мои черты характера. Если бы я узнала, что мой друг совершенно обманул мне, я тотчас поняла бы, что этот человек совсем не мой друг. Друзья всегда искренные друг на друга, чтобы помогать другу в каком-то событии. В жизни, я встретилась с многими, но мало из них стали моими друзями. Я, конечно, искренно хочу, что если у друга есть проблема или конфликт, друг знает, что он может говорить о проблемах со мной. Может быть кажется, что любовь является самыми важными чертами характера друга, но я знала много людей, которые ценят деньги, раса или статус выше, чем     настаящое Я думаю, что никто не может жить без друзья, но много счастливо и довольно жить без денег и без вышего статуса. Любовь у одного друга намекает на другого, что их время друг с другом, как золотое время и его жизнь совсем лучше, потому что его друг существует. С любовью, каждая дружба длинная и плотная. Какие черты предсказывают, что два человека будут близкие друзья? Кажется мне, что друзья, у которых есть черты характера общие между ними, могут стать близкими друзьями в правельном положении. Например, два человека, которые любят бегать или смотреть иностранные фильмы могут делать этие вещи дргр с другом, но если два человека обе алкоголики, они помогают друг другу и обычно всё равно, если их не интересуются те же самые вещи. В моей катоткой жизни, я знала и хороших и плохих друзьей. Я хочу провести времени с искренными людями, которые любят меня и у которых есть черты характера, которые похож на моих. Я довольна во время, когда я просто говорю с хорошим и близким другом.",english,B1,L2
5533,"Дорогая Саша, По-моему трудно ответить на твой вопрос, что это друг, потому что у каждого человека другая идея о том, какие люди самые хорошие друзья. Для меня, моя соседка по комнате самый хороший друг на Земле. Мою соседку по комнате зовут Сара. Она почти всегда веселится и поэтому, если я чувствую себя грустно или если я сердита, то я знаю, что Сара может успокаивать меня и я стану веселой, как она. Она самая добрая, щедрая девушка, которую я знаю здесь в университете. Она помнит все важные события в моей жизни. Например когда мне надо было сдавать большой экзамен по математике, она подарила мне шоколад. Я знаю, что Сара сделает все, что она обещает сделать. Она, кажется, никогда не думает о себе, а всегда думает о друзьях и семье. Мы с Сарой живем вместе и у нас те же друзья, значит мы почти всегда вместе. Иногда это трудно быть с одним человеком весь день, но у нас очень хорошие отношения друг с другом и поэтому нам легко быть вместе на долгий срок. К сожалению иногда нам надо заниматься в других комнатах, потому что если мы занимаемся в одном месте, то мы просто разговариваем. Интересно, что у нас очень разные интересы и мнения, но мы еще такие хорошие друзья. Мне нравится, что у нас другие мнения, потому что это значит, что мы можем обсуждать наши идеи. Если бы у нас были те же самые идеи, то бы у нас были очень скучные разговоры. Но это не то, и поэтому у нас очень бодрые обсуждения. Например мы часто говорим о религии, потому что у нас много сложных и разных мыслей о Боге. Кроме того, что мы любим разговаривать вместе, мы также любим заниматься спортом вместе. Мы особенно часто бегаем, иногда с другими друзьями, а иногда одни. Мы обычно медленно бегаем, но мы мечтаем о том, что в будущее мы хотим участвовать в соревнованиях. И мы хотим выиграть, конечно. Ну, ты спросил о моем мнении, и вот оно. Сара - только один пример хорошего друга. Кратко резюмировать, я считаю, что хороший друг должен быть добрый, скромный человек (ну дело не в том, что он должен быть очень скромным, а в том, что ему нельзя быть слишком самоуверенный). Если ты с другом можешь веселиться и разговаривать обо всем, и если ты всегда хочешь быть с этим другом, даже когда тебе грустно, то ты нашел своего самого лучшего друга. Я надеюсь, что ты найдешь его, если ты не уже нашел его. Пожалуйста, расскажи мне о своих друзьях: я хочу знать твое мнение об этом, потому что это очень интересный и трудный вопрос. Твой хороший друг (я надеюсь) Катя.",english,B1,L2
5333,"Что Такое Друг? Каждый год, мне семя жилает «настояwих» друзей, здоровя и удачи. Иметь здоравия и удачи это понятное дело, но что имено значит иметь «настояwего друга»? Это менья конкретное понятья. В моей жизни, я имела много разных друзей. До садика, я дружила с детьями друзей моих родительей. В wестом и седмом класе, я дружила с теми людми которые wиталесь популярнами в надежди что я тоже один день я тоже стану «королевай» своего класа. Это был очень трудный переёд моё жизни потомучто дружба была илюзиа – девочки с каторыме я дружила не были исткриными, они подталкивали меня делать глупасти и были соверwено не серёзнога характера. Уметь баловатся, это хороwо, но надо уметь и инагда быть болие серезной и вести умные разгаворы. К моему счастю, я им не так сильно нравилась и к девятаму классу мне преwлось новых друзей находить. Типерь я не бегала за популярнами а решила найти тех «настояших» друзей о которых мои родствиники всегда говорили. Дружила я с того дня с людми умными, добрыми и хороwими людми, не смотря на их популярность. Я наконетсто поняла что симейные жилание значили… Настоящий друг, это человек который меня ежидневно паражает своим характером, своими мыслеми, и своими дастиженями. Настояwий друг, это тот кто говорит тебе правду, дажи когда правда горькая и неприятная. На премер, моя подружка Лубна мне сообшила что я своей речю против религие оскорбила некоторых одноклассников. Я сначало злилась, иза того то я не могла своё мненя голосовать покойно, но потом понила, что Лубна мне всё -таки помогла в жизни. Я выучила что об религие лучwе не надо говорить перед народам, что это очень опастная тема. Лучше мне это было выучить в wколе, чем на работе меня могли бы уволить за такое оскорбленя. Мои друзя мурского пола всегда мне обесняют поступки мальчиков в которых я интиресованая, дажи когда эти обисненние не приятные. Этим образам меня мальчики не обхитреают своими сладкими словами и я знаю правду. Настояwиа друг, это в конце -концов верный человек с которым тибе интерестно провести время. Мои лучwие друзя не сплетничают за моей спеной и заwещают меня перед врагами. Дажи когда мы соримся и говорим гадости, мы всегда потом извиняемся. С друзями можно баловатся и говорит чуw, зная что они всё равно тебя любят, не смотря на свои страные черты и страный чувства юмара. Я благодарная что наконетс понила что такое «настоящий» друг. Все таки жизнь, такая жистокая и нудная без человека каторый рад провисти са мною время, и улубнуца на миравую абсурдность.",english,B1,Heritage
